name,longitude,latitude,distance,gain,elevation,reward_scale,address,altitude
macho-eggplant-mouse,-79.13770977,44.1178444,34164.93155,100,0,1,112TsocwbtCwLCdG1YYQDirdj9a1DwUXUGWQw2DG58HWFThBk45X,311
petite-ruby-ferret,-79.22443408,43.85252135,34165.65363,40,20,0.297622681,11FyQvdAigQTumCLEgmkv5NKP1GNCgvToeSQ77KCxXUGyNBenkL,165
recumbent-lilac-quail,-79.23511439,43.90436006,34195.54917,40,6,1,11241Q26G4GB8iQHRWmBsYCbv73fEWrH9kra4jWA5TjteMvnDAyu,204
funny-infrared-butterfly,-79.22539967,43.85419619,34199.78659,12,0,0.297622681,11BsFKZJRyVHqEBHbgogTMYQDACHybMvcELY4Uuu1XVuSq5DMkZ,165
refined-sapphire-mongoose,-79.23335284,43.88828102,34204.04452,80,12,0.517593384,112PiSSVqSATq3n2Vj7CgkUCigH3EuFsZTejLQBYococ9avJEn1B,205
cuddly-fuchsia-sealion,-79.20406389,43.80398357,34252.89398,12,0,0.219482422,11GGVExDxrQwrSnnSbXJLhYfKiWBN56HcNte2LnB744hKaJ2tfu,149
mammoth-ginger-rabbit,-79.18422705,43.77374757,34264.99836,58,1,0.216506958,112SveHRSgXd58heGvvwWzAkg2uS97wxGXUoRqPCQP6zNr3EqHrj,127
crazy-syrup-mantis,-79.22985073,43.97779912,34280.21801,28,5,1,11S7qTLoWBoMbN72nGtzk2CKa61zPTx44qee9FbEyL7odMiqbfA,285
dandy-carrot-raven,-79.23545978,43.89454513,34303.26798,58,6,0.388198853,112TsNNvjAGAgGVaVUDuZi4yAPUKa8kTuZ9aL1r3WD3SSRM2Habq,211
calm-marigold-puppy,-79.23650943,43.90246031,34320.19682,58,7,1,11CDMWgnymK6Z2c6iSyZrzRig4CBJA54KmRAfG72MdAhHKtxvZ6,206
micro-cotton-yeti,-79.19406825,43.78642546,34321.09341,40,10,0.108032227,1122JvwfSwzQmwNw1DwEu1uhqPv5KUx52c4HEh4iTTZ2Z4FWGn4n,143
amateur-hazelnut-pangolin,-79.22645683,43.85254643,34323.47315,40,10,0.215515137,112gYectSLgn42CPyzT9Cs56HGPb5eGGGe5egvc79TpFgT5w45ZH,165
loud-mercurial-scorpion,-79.19580139,43.7888317,34330.49428,12,0,,112e1MHDRr5sBrPqhftFY5oFu5xMPCM6Jadjpu2dqnYdXagKqRBk,143
loud-bronze-kookaburra,-79.22677016,43.85274913,34342.96482,40,160,0.297622681,112ZGt8EWLfcD23ayC4iW8ACLHfAJXkRmmLNb3Fn4a12UfGr8frE,165
micro-glossy-kangaroo,-79.23273449,43.96914799,34348.35019,40,4,1,1124tXESRitdfKpGu3Q8xKfZT6brKynEqYZPH8JdLiTBhTztPRvP,275
savory-flaxen-rabbit,-79.20276079,43.79952312,34349.28873,12,0,0.065063477,112VQq8HNi5GLKPf9qSbHR88muxXnbK8HxtxhtSSCW2LaidUmiU7,157
custom-shamrock-donkey,-79.20276079,43.79952312,34349.28873,12,0,0.108261108,11gFnYhkreWNU89gZJSnbZG9EPCewyLmucu555kGBJio9u4hkSy,157
joyful-daffodil-wombat,-79.23333578,43.8776497,34352.4173,26,3,0.595245361,11gEyRKJvfLFEjetMXtFXeivtUviSNZnTHYnEebfhgWegNLLfAT,195
docile-amethyst-mouse,-79.2332866,43.8770344,34358.39647,40,4,0.595245361,11XF27JMwE57nehQ5wE8NGmK5oZcJPmcBbhHK7qAJfwF4sSwVsr,195
daring-mossy-dinosaur,-79.17818955,43.76411692,34372.64153,28,0,0.216506958,112qvA82ea8UH7uyxyzgTePv4wTizzEyFEvFU2XEwDNwbGQUNLFV,119
elegant-pearl-gazelle,-79.23364931,43.87785243,34374.1283,40,7,0.297622681,112MiSKor9kPTwJiTjuk8JGxd2vsybsC1tP3teTjZtrs4QiZjFYZ,195
sneaky-umber-monkey,-79.2145956,43.82071941,34384.67025,58,10,0.166549683,11LQy67kNnJcbzxsxrbsmwf79HnMcuyHKDgVtkusShtpgjCDSBS,154
genuine-sky-rabbit,-79.23316246,43.87473687,34386.64237,60,9,0.892852783,11qXRRCxEPj4cwtdcNcwrF84X3XHzF36NdZJMZEXenvD78DHo1e,185
warm-nylon-dog,-79.23381776,43.87772795,34389.50676,40,13,0.297622681,11Hr2eoAVxATePctTSe9hkeFPgAPHv3MbYPpa2PnRkwKvjn6AkU,195
mammoth-umber-whale,-79.196017,43.78780486,34395.43798,80,34,0.108261108,11g1xriAy1x1DT6bpLCV3DzL6HiNvkUxHYq5QNqVFuwjEXU8DGh,143
great-paisley-buffalo,-79.23673779,43.8949044,34402.01843,58,3,0.388198853,11sVUyrk8Spbybnx24AumJb11YbJSxQpaLAPJTZAMuaz8u9Tqhw,211
cheesy-powder-armadillo,-79.19024035,43.77927856,34402.98571,120,12,0.216506958,112KuvRZ1sYWRkvEaynccsbZYHbVZ4DzNZbRitALbLmoy2v1UiMv,119
feisty-shamrock-swallow,-79.17778043,43.76268508,34425.77547,58,7,0.246032715,112iZLEoBZ5PmaiKzoxmSeSi76ZmVxQVeyKD7t6jsoUcV6b3ZR4p,119
oblong-linen-rooster,-79.13332125,44.12520032,34426.20766,26,1,1,11BQkDvwxPjBcKufFcHmPNiH2b7MEhgW6TtTMMSLurVizktcFFU,276
joyful-daffodil-squid,-79.23653576,43.88940505,34444.88892,40,9,0.776397705,11tF8VZx4owoVCiFKnRZm1RDRq6Mhy3ZDXUHQ3S32FnGYKx9DPY,206
eager-fern-fox,-79.17696282,43.76133829,34446.55585,80,8,0.216506958,11vjKjkhstyTeqc1syngjdgeSxg21Zv2QMdQa7SrwpY3czpCdbc,119
energetic-gingham-bull,-79.20391489,43.79910413,34453.00973,40,4,0.108261108,112S2DwBFMTDVFVcUfbgcspgU7ShmYLc6S3YWqT2kGvqjxXmGXow,157
long-chrome-grasshopper,-79.23782916,43.89887791,34453.51294,28,15,0.388198853,11Hspt8ZNn7vkZQ8kLvsEMWG4z5c71uJ9SAkthQ6P42z6dHXyqo,211
abundant-sandstone-octopus,-79.23133735,43.86305438,34464.89798,58,7,0.892852783,11rUXBv8a4i6feU26UEkdJEKSEma8LLw7GQej5XRzsd1ewVr1WL,172
small-lavender-giraffe,-79.23169992,43.86387229,34476.35373,12,0,0.431030273,112h78zYdwdLCMzKae5KZg6VsUQ9wLiHpfsorMFkntNLusk2AKaB,172
fresh-maroon-dalmatian,-79.20972179,43.80869768,34479.30948,40,8,0.166549683,11NKycejRjAHH7MxqArpNXvaWn6E5xx4YRcLyjZPZzLu9CcKakA,162
creamy-cloth-rook,-79.21222901,43.81335422,34482.7007,40,0,0.083267212,11V5Pv8TLgrrJPKTsjWDBdye3ZQbbfSceCSUqKzXTnygGavpEuw,154
slow-fuchsia-millipede,-79.23540663,43.96456637,34486.93505,80,5,1,114miJ68WAVcLMPnFiha7psYRr5HJjHaiMvnCK8sxksfKSZp53e,255
rhythmic-paisley-cyborg,-79.21743868,43.8236098,34497.74788,12,0,,112vkHbMtTQa7B6mxNsn2r8E1MY8fsK9xh7a4ScvWvNpsNhyHKkq,150
hidden-caramel-worm,-79.17443813,43.75713456,34518.16497,12,0,0.109664917,11eA8ea7wgSyBfm4Xhzc4Z1EY2d3W8yvoAh1gWSWYjSWj5hkR7r,109
gorgeous-silver-pelican,-79.23461952,43.97036551,34518.63197,40,86,1,112qDtPKbZUR65hkKXDYpM8HvJzQ7U1dTQ95dYSrs6NLW594wQxH,275
tangy-carbon-finch,-79.2387936,43.89903441,34529.48693,40,8,1,11t4BoA1nUENKoJchXgM2RnvQDAzYGAqYcGLtiihpXrgLjBZsjb,211
sticky-mulberry-antelope,-79.23529217,43.96834698,34537.85951,58,4,1,112dTRw3micpW69gfsvA9ue1ggP2yvULCmdBLXw4Fa4Gbxdavn2H,275
mammoth-pink-monkey,-79.18410407,43.76841844,34544.73938,40,3,0.048522949,112LBer1xWcFabEB2oMFpB7ixTvN3xuoZnXVFrhtdtgM9RBmac9A,127
zealous-eggshell-cuckoo,-79.23996583,43.90772905,34565.3405,80,7,1,11hrj2TLyigWdrTUR6zCF1zyDZ1XHtkJ7xEpH2BMb1AwhwSH8Fg,206
creamy-gingerbread-pangolin,-79.18458483,43.76849682,34574.11448,80,40,0.115463257,112ZpzAF85VosoCMhreSNfrnSnMQKTQGrJKjMFYJJNagHFtWMqrW,127
nutty-blue-wallaby,-79.18429606,43.76784301,34589.77755,80,25,0.11541748,11VqD2SQnV1f5yqWztde5X65BYfZ89R1RR3gn2cBRmwEVZw1DCh,127
clumsy-magenta-weasel,-79.23302377,43.86332825,34592.24871,80,3,0.88494873,11GkNwGjRD8VPCvwAWV2FhTJGfRBJSqHvwYxqiammj18eA68nfC,172
agreeable-wool-osprey,-79.18879392,43.77297511,34628.84959,40,3,0.215393066,112QZardSMcVxH26oLsTvdtJGk3Q27crRUmhU83HECmx9BJAgMch,127
happy-coal-pelican,-79.237583,43.88167943,34629.37097,30,10,0.776397705,112jrUVEysrsBEUi5mLXUGxRWvAN76HVWot7n6dLxkzAFc328C98,197
creamy-amethyst-chimpanzee,-79.21306861,43.81121476,34629.76542,80,8,0.083267212,112XZahpjv6TADNEWP8iKVHi5mUKhaDDnJeDtRGHV2A6UR4ZddsL,162
acidic-mahogany-giraffe,-79.20352539,43.79418577,34644.56675,40,6,0.216506958,112FkquEfYkKX6rg72i1gLq3VWfCqFkAM9vncJpCLg7HQRVmFaJS,154
precise-marmalade-leopard,-79.17676912,43.75736318,34664.06273,40,2,0.216506958,11ZnEhyrgyQHVaXwJNT6wPpDk7BcayFUczBozc6bi5dUhHebrfU,109
careful-cornflower-elk,-79.18489659,43.76718251,34668.13498,40,25,0.047973633,11MJXoawgDUQa7dQwMQfbsqmZ64HSpyg7F2FnrHi99eMUWpGgms,126
skinny-mossy-mustang,-79.20258549,43.79206048,34673.20663,40,2,0.216506958,1184eQeC9monoU1nPZ7Qja5izjzGZTcEB7oCBcgnfsGRugturif,154
expert-inky-horse,-79.20742736,43.79997932,34674.59424,40,6,0.144958496,11d7FVGytB4VL5jTY7GgP5vWCciGSLwjVvHvoJbtSwW6HNBPxMW,157
immense-scarlet-gerbil,-79.18809553,43.77088935,34690.96782,40,0,0.14263916,112XVH5x8eEa486PgYWXp7MnzK9NgkRXXR8bSvUbEiwXfMQx8hM5,127
clean-charcoal-finch,-79.23383994,43.86163914,34692.52091,80,3,0.892852783,11k2yPRZKD4bwFnmYQLCSomabS2hSV8k1sNeqiVwZkxWLvFxX6y,172
kind-blood-meerkat,-79.18561771,43.76730008,34712.10351,58,10,0.117004395,112ajRBudaqBkp3udYRirtGUQuzVJWeXak96LxsHtouczWvNThnc,126
tangy-scarlet-puma,-79.23586046,43.97618987,34723.18724,58,5,1,116YSTrSeWtYTnjtAvygrpvWJzStjCdXiBHCdHT5XxxuKeq9QBx,285
proud-zinc-cougar,-79.23794584,43.96725755,34730.75738,40,5,1,112QBq6dQGybQf29p9WnNaxtDNx4sAVb1EkDuHo5iDPA9S1mdh8g,267
melodic-zinc-bee,-79.23468872,43.98314331,34773.05813,40,8,1,112r4zq5uTFtxjai3EUs5La5YQJw4axYNc62cYrPadZmWQn6RuqR,285
calm-emerald-goblin,-79.21991409,43.82112909,34774.54128,58,7,0.166549683,112qkhnAtTRrCoWt6xFf29Zjd4gRpRhMyrsp1URSXCozeBu95j5F,160
breezy-mossy-moose,-79.21972036,43.82018711,34793.68287,40,1,0.156921387,11UJ2KqXUUMjaDy6AYerd49Nh6dB1wm6ZukaJkH9HkCyafLc5ke,160
docile-foggy-cyborg,-79.20882199,43.79959943,34794.3973,40,0,0.216506958,11ty8ctcbHkC9YQb8ZaxwUERg3MZNwZYez2sCw2uXAG3CakNaQG,157
docile-cornflower-deer,-79.24339975,43.91344982,34817.53672,80,10,1,1128Re9KA3o8Ra5eyamLomGYdisKbQaZTb5rF6FqhsF2oqmVfFBe,207
digital-sandstone-panda,-79.24297344,43.90442025,34825.49706,80,12,1,112sjULpoQcJh3wSyJ13YXEVUDgfXNpF8ibjHu4rZqX4YkmFWi6t,206
silly-lead-hawk,-79.22464274,43.82978893,34839.73608,40,10,0.216506958,112T4qJAFJtfcJq9fvQezfr442WJVzuGZtWqNph8RqSx3y4cHGtr,153
odd-neon-cheetah,-79.19141365,43.77234026,34847.85537,80,8,0.173202515,11xPPkPhismgnZYkzrTYUVBiLiHSA7d19UVNqJG3Xo6YpTh6qjq,124
melted-cyan-okapi,-79.23627492,43.86309714,34853.76836,40,4,0.892852783,11najSdw5GnnWgqY4jKaT7ht1yipvTCzUVzBPcDcZE8vBS9CiNA,168
massive-pickle-bobcat,-79.22126234,43.8216518,34858.60556,40,5,0.066741943,112B1TbA1GgXCegsjQtU3xrEZf3qu3t6T3x67rptQYMDKEd4byQD,153
original-pink-halibut,-79.22126234,43.8216518,34858.60556,40,0,0.135284424,112kRX2cEub6UZQkKPfuyuu32KA6GWR4iCtwEexHyrRxxdCBv6YT,153
overt-lead-worm,-79.18833406,43.76789457,34869.86463,23,6,0.086639404,1121kmiyVfts5enz2gvC67iMePyj1HHNRwEhVf3q5YiaZpvkUan9,127
polished-cream-pike,-79.21916267,43.81690983,34871.51669,80,5,0.166549683,11jEMZXcbH2npGLpCEiHfT7nNgmo5Gy1VbA7P6b1fiGuJ2H1KSQ,160
magic-currant-nightingale,-79.24291031,43.89620966,34883.81448,80,6,1,11JDYWzK3zbWs26CBFGZMd7BWstXQMzRdhz1w9Y7kJukoY1S5L6,211
mean-yellow-caribou,-79.2120722,43.80240414,34915.52735,58,10,0.055511475,112DB6Pm9b9Vu81WmuVwoEc2jD1sk8zEr21Jr4FeSnnjCDzZhuY9,166
long-denim-dinosaur,-79.23949529,43.87288034,34921.44276,40,7,0.446426392,112c4eYRqUXH4VLQW4cEztTjxupMhKjesjHtcK6sSkCrBbGA97k9,182
trendy-paisley-chameleon,-79.21178282,43.80175017,34921.72738,40,1,0.055511475,112BXRTN9UUovB4JxD4ix8oxdEFTWd335UiW1tUQDvernJAXpoEG,166
teeny-infrared-puppy,-79.21031248,43.79893169,34933.80856,40,3,0.215270996,112HeBGak2b1S863i2vyiVsP5aNEpgHmXad6QXKyAKzx7NNJxfKn,166
magic-bronze-tarantula,-79.19369807,43.77347095,34950.15522,12,0,0.215270996,112sTomyJNnVPZhUtr6JsMrgyJFzhQFQLvggi9ND1q1rnpvv6dAc,124
tart-menthol-ant,-79.18886233,43.76707061,34951.90405,80,40,0.086608887,112SXcoaNy1MpaqmnKzdVoyV5NQXxBz3hVfA8FXNEtQnepHuustd,126
basic-oily-pike,-79.24041263,43.96978499,34968.10142,58,8,1,112eUPRgkRFKa3MBx53qzVQ5isMZVYzAgv6UUZzoN3k2HXzd54s7,267
main-chocolate-panda,-79.23767122,43.86271662,34971.97181,58,5,0.892852783,112MsqJ3fRcCsyA3fEu98tt2uJ1qKGdXGaxVeCHLxfvWpqhhrNrD,168
droll-lava-weasel,-79.2238162,43.82388796,34975.05173,100,4,0.083267212,112jxMqZbaqbkMPG33tHxYGnA5cUeLN33vbH68sRE43AEHaHEpGG,153
icy-coconut-flamingo,-79.23079685,43.84065365,34981.73517,80,7,0.892852783,1122VR6WH5oGEFx7UBYuyZvkdebMFZBe2qF3sAYw8Na55kPxdKF2,160
fancy-vinyl-owl,-79.19117119,43.76926708,34994.91453,28,0,0.172210693,112LFTfgsewqzkPd4DRJFFWWRRWt7CAaseqbJ9g3dcdVnL6fyNjZ,127
swift-viridian-albatross,-79.24499565,43.9029259,34997.41667,12,0,1,112BzNr6NKxoEDvBAoaiMo3eRxrNYdjS1BdL6PmR7CYcHpUQWaGb,206
brilliant-bone-crow,-79.21573349,43.80664117,35013.08998,58,29,0.055511475,112dguHqzsvxUeGzfyHg2Winb68wQc3ksUfjVDyqAokZky2zmNDQ,162
wide-seafoam-rabbit,-79.24091785,43.87356668,35022.55501,40,12,0.714279175,11692M8sQrJVBYCKH8ftbV2hfZtTkuY6itoEBbJw7a5zdLV5tsS,182
trendy-mauve-fly,-79.21590173,43.80651681,35030.74704,70,15,0.055511475,11GftDGtQSnEfATwGDx3tqeScSyGXKERY2pmay2koDUqa8gnXZ7,162
witty-smoke-porcupine,-79.23852503,43.98118136,35033.47007,40,1,,117fBR5qoX7AK7Jr2RaMVtevXRzrgkxS2gdv4rn29S5o2c3gwra,279
narrow-foggy-bee,-79.22390993,43.82208223,35045.27915,40,4,0.083267212,112qjRv1K35Q8qkjZGRcUDz4tMZ7XxkZXx9fJiecMBL6gX9v1vyq,153
nice-crimson-buffalo,-79.23838219,43.98237412,35047.30016,58,6,1,11Je1TE7tq7Q2uE4St5B3MndTaadesXHFtiaNUY74L4ez7fwgaE,279
wide-crepe-meerkat,-79.24600957,43.9036978,35073.61136,12,0,1,118x43qYEmUu31gixqEYeqZ6iCfaRQwkjntXXYS6kezi2RSVaHD,212
wobbly-ivory-pigeon,-79.23180677,43.83990709,35081.68988,80,6,0.072174072,11pV5vVxqQGdQnTAGbqutVyHiKQY9rSMZgEkAz5npdDnVKMoN6i,160
eager-cream-robin,-79.23045319,43.83634831,35081.86344,12,0,,11kALtRbvhBinbDF561r8RT3FbJseuevtA9vrtazE1kb9faNAeV,164
glorious-linen-shell,-79.23855364,43.98376983,35090.75844,80,12,1,11ucUWnMqogYyMykq2AxcGj78CfdYPG5i5vCVyzFJrUqQ7DduPb,291
nice-walnut-gibbon,-79.18982285,43.7657104,35093.74336,28,30,0.216415405,11kLL7t5vHnKRSF2SrL6Dzi3Sb7Mgh82P172TjHKBsAredZCuVF,126
clever-mint-goat,-79.2435847,43.9617893,35097.10376,30,6,0.5,11cpGZvTnQhWtsBGmMpxp7roaihZmxMUZ6RLz1LEK6DpnmPvRVQ,260
jolly-cerulean-blackbird,-79.22907414,43.83172317,35118.53158,58,20,0.216506958,112hvJ2CoZjcSft4yvtkGNCMd6wJ8z2XspGbGB75k76tw4YZ1mof,164
furry-hotpink-sheep,-79.20476785,43.7858925,35122.50628,40,140,0.108261108,112Hkx2uDWR9iwUC5NpC1vQMZbuoDqqpMW8DSLMWzfc3sVnE4FJs,154
magnificent-neon-platypus,-79.21423564,43.80123894,35125.83514,80,9,0.111022949,112WH6S7UsZM5FxaJ5fPrALSbWdN7CEN9MGrQREzxxsvkd1mz76c,166
round-canvas-mouse,-79.24656161,43.90242058,35126.44161,26,5,1,112FeMkqgN6V6VE3v1LXRmpk9TQcCcbZy5H7dDHS2bkX2MkBtMuK,212
fierce-midnight-porpoise,-79.20881391,43.79201247,35131.81419,28,3,0.108032227,11pJuG7NcLDkYr7niWb829UMaTA2BasFNzhWY1BmxMwruzXhuTQ,154
atomic-raisin-manatee,-79.21978086,43.8112444,35133.92837,80,10,0.166549683,112UNwJFRGnMpcQZGxbCfjSjyLwciCibQrgnN2X1eMqNkfqoozSx,167
flaky-shamrock-guppy,-79.24442555,43.9596463,35134.99758,28,0,1,11ow5uMvbsBro3BqvfeCDxd5S5KcukJBPC4gRd86QQkcvjGndCw,260
kind-flaxen-liger,-79.20568261,43.78695163,35138.57951,40,10,0.108261108,112TbBWRkgp1mWLTkihWahK7mVTby7hNNrhYCVfZBKkAkjVKAB8C,154
round-lace-ant,-79.21669404,43.80528017,35140.5574,40,36,0.111022949,112ru9LvemcLLAkZmXhTRppGWA8LNFgR4Sc4TAphVAtoNUv5PHBa,162
dancing-sapphire-platypus,-79.22265127,43.81671838,35143.17527,12,0,,112UfuQdKMxoGPKoay8Goto8avEapXQSwUt8PGPpgycDyHhuRYpg,160
gigantic-lace-viper,-79.20681433,43.78850118,35147.9862,40,0,,11UweZ4DpBycmTfNieGkYhsm79R4guuZggzAU7UtKCWsjmf414L,154
passive-opal-orangutan,-79.22875866,43.83000258,35149.36672,58,6,0.216506958,1142LGRzfzuFCr3T6vNbeYEVDtuQPJvfs1cJXYWdM61JnJbzu9F,161
sneaky-coal-cormorant,-79.2460389,43.89368019,35158.47741,40,10,0.776397705,112Pm8LJTxNiFvt4Gvkg68yg5QdJSp5HM79WYpwBkWLhmSFV4GNz,211
little-lava-crane,-79.2434523,43.87625525,35179.34592,40,3,0.892852783,116cqy2hxe3BgsDy3svPFXTmbTxL5LsSBH6o2pRejg8gM69QLLZ,197
dapper-inky-tiger,-79.23760653,43.85299128,35186.7249,12,0,,1125iYZQT5GuVVre8MAG7SXcrXaCdmMF85VQG1tEEfRBFvMV9Z6P,172
boxy-flaxen-millipede,-79.23247762,43.83789133,35192.64393,28,10,0.072174072,112KWW1Z471WhD47U8RN372jLjWzaSUXYbLnKsqiZcSkfbyzJj84,164
wobbly-jetblack-seahorse,-79.23291248,43.83887257,35197.57057,40,10,0.072174072,11YpWN6985Q7GFHRhTfcH3bKvksDgykZ9QPTVQud2min5FwADi6,164
obedient-ash-wasp,-79.24524871,43.96099532,35218.66983,40,2,0.5,11ujgWUsJBKf69HFyXzBVi6Q8d6m2PJu6XzG44azAsJzNUHy1P4,260
loud-fuzzy-aardvark,-79.24830834,43.93308042,35219.48414,58,6,1,11kfUmtq2dpCv1Kb9hVMocQCoUGQkWbT75igz6Tgsz4ds6G6vSu,241
best-crepe-bee,-79.2433714,43.87153582,35252.68685,58,1,0.446426392,117tXcYcxPzSHVUeUEzBpCZunaphGnToqyCBGXw8hc2Mgasvq1s,182
small-aegean-dachshund,-79.23864252,43.85331127,35260.29739,58,10,0.892852783,11fKCKUuEL2oeyLRuR2WXafruy2KNxZFtr1UYx6FsbM8YGzqETG,172
boxy-amethyst-sardine,-79.22105439,43.81008593,35275.09894,12,0,,11Rjp9DhEhhSupjLNJemWxLDbRtXUvcjMezyF3TTuyYDF4HbshW,167
mammoth-jetblack-cheetah,-79.2204029,43.80861444,35284.10712,30,0,0.166549683,11wMYrAj3TjcttjVVEavguE15HqmvEvgrWyVJ7xep3QKMZJkQNg,167
teeny-plum-elk,-79.21900419,43.80595937,35285.74311,28,18,0.063568115,11mN659T1gqCqZKDGXkNtN5rqqUKGHzpoVDZt24ZigjXypmVDjD,167
custom-rainbow-dove,-79.21121915,43.79240393,35290.61234,40,3,0.216506958,112eKWF4GdvWqCqTksnYzpDst81orEZiwwJocq6ZV3jCtixNLKZB,160
gigantic-ivory-eel,-79.24428877,43.87259556,35306.94314,58,7,0.862075806,11sWoMZSo4HuTzZb79hG2QAh81p8BYQa3gfcBxyKKgtkD34zt7z,182
creamy-chrome-mallard,-79.21777386,43.80318,35307.92468,28,1,0.111022949,11YVD444qCQeJ3v7T5rSbb1Q3B7CDXUemzm533D6LbbvZs46XEo,166
long-peach-fish,-79.21131502,43.79211612,35310.71351,30,6,0.108261108,11GsB46YAgkN51ec99PhxrnVht6hWc8KPowLQvUW8zC2a1EeZ4Y,160
scruffy-mint-antelope,-79.21890638,43.80472969,35328.58786,12,0,0.111022949,112oCzwRFB1ri8LKvGuXAwqZvzk1MFSPFNFY6FdqbWaUgKqz8TKt,167
brave-syrup-pigeon,-79.21148321,43.79199179,35328.71514,12,0,,11eKb1yXnq2VSfe3mhtnMD3RmBuXQTPDPbExAtuRwMAXU3QG5EE,160
jovial-sangria-goldfish,-79.22266847,43.81171395,35333.502,40,30,0.166549683,11SW1S8Uoyw349BPh3NeP19Vnk4Mf3nLDEPYTMZzGhhJ4ibGhqo,167
tart-raisin-raven,-79.24852242,43.89423485,35351.76708,40,5,0.776397705,1122Uwcpfsiz16qMC5MSGGBAEEAN5hTYjuU27C5KFf1dFgmvjemm,211
brief-macaroon-copperhead,-79.23887815,43.85031385,35352.43205,30,6,0.892852783,11KY3PFLUikEdy4LCPEPzGykqgJFdy2GgBKeiSfN31rivKJPhr9,172
polished-cedar-kestrel,-79.2469104,43.88304111,35353.87126,40,8,0.776397705,112cuZeznzMVCieYZYrFQKiaG2vM56cXAJYkiCwVPgdokT6xWFMq,191
round-pastel-tiger,-79.20620772,43.78309299,35361.77466,100,36,0.108261108,11241X6EADUrBZEaESCeB9QxdgH9PzzTcZppWm6grk4ZPR8XrUTz,147
huge-opal-cheetah,-79.24960053,43.90321712,35364.73972,80,9,1,11bo6AnoadAScHWKzosoQSYefb27epcXocS6LiWAWUQ92eachU9,212
beautiful-bone-rabbit,-79.22286015,43.8111382,35370.20058,40,6,0.163452148,112huQRiEp1u3RndwhWDrFYWpRfZsSWHpCF4eTgddmr7zbdobUBs,167
exotic-opaque-trout,-79.250342,43.9124493,35378.1538,23,5,0.75,11iutxu8aJM55oaAhArnzSdrqQs1k62q1euhnNVHS5XCkDkZpUH,206
wobbly-ruby-chameleon,-79.25031277,43.90986275,35385.71642,40,3,1,112VJ8NRjpQBhEtG676zPFf24GiGEcSxK7pMJtDQ8tyA56dRMMx4,212
calm-rouge-boa,-79.20661637,43.78300782,35395.5025,80,50,0.108261108,112hEcjVdy2muxymJGwSB8zeqSh29KRJPHyggLc7n6Gi8TtUMzJW,147
big-cloud-sheep,-79.18325472,43.75235446,35401.87512,40,2,0.216506958,11VzHXyXL7hgwSMrpDtpZPuBnEuA4bBknJsKaF8tV8zXgyeZUpK,125
macho-cider-wombat,-79.24989625,43.94321222,35403.52892,40,10,1,1141nDoBTmjZkK8FH7J6DwGZ3g7pttU7seKoC9cEismtFBavuTK,243
powerful-indigo-newt,-79.21810837,43.80141379,35406.69327,12,0,0.103942871,112FqRh6J67c4X3ZCS8tu7B58HD4Eg12LWCDowfvRt2zrHKo28EJ,166
active-carbon-raccoon,-79.24811693,43.958877,35419.23804,40,1,1,112cD9nyqzWrzh9ohY6jrQR4xMBhoi9spZQ153MvTpXwtyesaPcJ,260
rough-rose-seal,-79.19556814,43.76710172,35421.21498,60,39,0.144332886,11batmf4GZZnJSsePMvhHicjZUKQLi8PKfdNmfUvn7Rt14Qqtb8,134
acrobatic-cinnamon-swan,-79.23140206,43.82739705,35437.68658,40,5,0.216506958,11n7yAXcbo2vY7TYGsaGBbJicgRW36xXVAE3aYJpvQXHbHG6GUd,161
stable-indigo-crow,-79.14972023,43.71776402,35470.17328,100,10,1,11oNDned1RT5tPGYYEkJw7nHSEhHygeXvGrg1GXeegQTUHeKctG,73
radiant-cobalt-sardine,-79.18856785,43.75731565,35477.62936,40,0,0.221160889,11tqJ1zSrDiVxRRCp4VGXGBt73RQYcJSMWsoxHUjYu66zvCwS2p,125
droll-pastel-rabbit,-79.24757593,43.96623505,35479.77355,23,6,0.714279175,11GQLMgvAqLgbTTGgg2hiZWtWr76ua6E1SerbPbzPKS8Jy2Pww7,269
bald-viridian-crocodile,-79.24554195,43.97578334,35480.9237,120,0,1,11v6Rd5u2rZEKdcMpNi65DaBKix73NHSYwcQNLzFpCM8h1WeafK,276
powerful-leather-snake,-79.25164077,43.9108374,35488.31523,40,10,1,112rmnE1QNsfXz2Bj7Mh2dXbgiw27M5QyzQ6smJfBKeGG3Dv7bEW,212
suave-yellow-moth,-79.24170131,43.85365607,35492.19987,58,5,0.776397705,112ecUtPJRoHqQUEuY1t36sZbLZMTqSbnsCKUkE4Ge4UqhxNvL85,172
large-tin-hawk,-79.2454516,43.97911222,35537.82183,12,0,1,11Q5xwPZm5SQyE252J6T2fncwrUiA65EMJ2cSCgNN7pvMdTBW4E,276
short-berry-sparrow,-79.22512169,43.81120244,35538.34883,28,80,0.055511475,1138BKRJMiczST8DvbCScfVHa5Zt5a2EQejFLaCXgi9qiDTyMAZ,167
magnificent-oily-snake,-79.23905927,43.84366509,35540.49629,80,30,0.695648193,1117BUpFhZkdzWuJB5NdvcLfkcyZzy6AtcVpe2Lra1A974EarSw,173
faint-heather-hornet,-79.25253593,43.91234935,35554.63586,80,8,1,11vUfh1YXa3WuhNRf32Z3epekyTUjN6Kzc1k9LhmYTtba53jnxq,206
